make,model,year,price,miles,city,state,vin,trim,exterior_color,condition,engine,transmission,drive_train,fuel_type,body_type,doors,cylinders,horsepower,highway_mpg,city_mpg,car_age,miles_per_year,avg_price_model,price_vs_market,data_source
Chevrolet,Equinox,2018,33341,36104,Mexico City,MX,SCRAPED2018156427,Premium,White,Fair,2.0L Turbo,Manual,AWD,Hybrid,Hatchback,4,8,150,29,22,6,6017.333333333333,28386.823529411766,4954.176470588234,scraping
Hyundai,Sonata,2018,29951,70408,Mexico City,MX,SCRAPED2018211910,Base,White,Fair,2.5L 4-Cylinder,Manual,AWD,Hybrid,Hatchback,4,4,235,30,15,6,11734.666666666666,27014.347826086956,2936.652173913044,scraping
Hyundai,Elantra,2017,24047,23022,Mexico City,MX,SCRAPED2017419565,LX,White,Good,3.5L V6,Manual,RWD,Diesel,SUV,4,8,193,32,21,7,3288.8571428571427,24270.041666666668,-223.04166666666788,scraping
Honda,Civic,2016,28656,80272,Mexico City,MX,SCRAPED2016603860,Base,Gray,Fair,3.0L Diesel,Manual,FWD,Hybrid,Truck,4,4,358,29,21,8,10034.0,28659.869565217392,-3.869565217391937,scraping
Honda,Accord,2016,26588,11390,Mexico City,MX,SCRAPED2016498797,Base,White,Excellent,2.0L Turbo,Manual,AWD,Gasoline,SUV,4,4,395,24,20,8,1423.75,24268.2,2319.7999999999993,scraping
Audi,Q7,2017,44112,137352,Mexico City,MX,SCRAPED2017431874,Limited,Silver,Fair,2.0L Turbo,Automatic,FWD,Diesel,SUV,2,8,266,26,16,7,19621.714285714286,43610.3,501.6999999999971,scraping
Nissan,Pathfinder,2018,26340,134933,Mexico City,MX,SCRAPED2018790595,LX,Black,Fair,3.0L Diesel,Manual,RWD,Gasoline,SUV,4,6,220,34,16,6,22488.833333333332,24422.72,1917.2799999999988,scraping
Honda,CR-V,2017,23289,144098,Mexico City,MX,SCRAPED2017101228,EX,Blue,Excellent,3.0L Diesel,Manual,FWD,Gasoline,Hatchback,4,4,231,31,18,7,20585.428571428572,24872.04761904762,-1583.0476190476184,scraping
Hyundai,Sonata,2018,28510,53365,Mexico City,MX,SCRAPED2018853829,Premium,Red,Excellent,3.5L V6,Manual,RWD,Gasoline,Hatchback,2,8,294,28,15,6,8894.166666666666,27014.347826086956,1495.652173913044,scraping
Kia,Sportage,2017,23185,140686,Mexico City,MX,SCRAPED2017482540,Premium,White,Good,3.0L Diesel,Manual,AWD,Hybrid,Sedan,2,4,281,27,22,7,20098.0,25350.57894736842,-2165.57894736842,scraping
Hyundai,Elantra,2016,24565,141298,Mexico City,MX,SCRAPED2016921371,Base,White,Excellent,2.5L 4-Cylinder,Manual,AWD,Hybrid,Hatchback,4,6,154,25,15,8,17662.25,24270.041666666668,294.9583333333321,scraping
Volkswagen,Tiguan,2017,21655,128357,Mexico City,MX,SCRAPED2017378741,EX,Gray,Excellent,3.5L V6,CVT,AWD,Gasoline,SUV,2,6,391,26,25,7,18336.714285714286,25830.10714285714,-4175.107142857141,scraping
Kia,Forte,2018,26914,52764,Mexico City,MX,SCRAPED2018110103,Base,White,Good,2.0L Turbo,Manual,AWD,Hybrid,Sedan,4,6,295,35,17,6,8794.0,29418.470588235294,-2504.4705882352937,scraping
BMW,X5,2018,46915,126299,Mexico City,MX,SCRAPED2018650521,LX,Silver,Excellent,3.5L V6,CVT,AWD,Diesel,Hatchback,2,4,173,29,25,6,21049.833333333332,45377.85,1537.1500000000015,scraping
Audi,Q7,2018,45777,66073,Mexico City,MX,SCRAPED2018178532,LX,Blue,Very Good,3.0L Diesel,CVT,AWD,Diesel,SUV,2,6,177,31,22,6,11012.166666666666,43610.3,2166.699999999997,scraping
Volkswagen,Tiguan,2017,29641,92324,Mexico City,MX,SCRAPED2017364332,Base,Silver,Excellent,2.5L 4-Cylinder,Automatic,FWD,Gasoline,Truck,2,8,211,25,21,7,13189.142857142857,25830.10714285714,3810.8928571428587,scraping
Audi,A6,2017,44516,19013,Mexico City,MX,SCRAPED2017263692,LX,Red,Very Good,3.5L V6,Automatic,FWD,Hybrid,Truck,2,4,223,22,17,7,2716.1428571428573,42394.47826086957,2121.5217391304323,scraping
BMW,X5,2018,47573,81932,Mexico City,MX,SCRAPED2018237621,EX,Black,Excellent,3.5L V6,Automatic,FWD,Gasoline,Hatchback,2,6,377,21,22,6,13655.333333333334,45377.85,2195.1500000000015,scraping
Volkswagen,Jetta,2018,23778,96414,Mexico City,MX,SCRAPED2018245500,Limited,Black,Excellent,2.5L 4-Cylinder,Manual,RWD,Diesel,Hatchback,2,8,385,33,20,6,16069.0,24905.565217391304,-1127.565217391304,scraping
Nissan,Altima,2017,29531,11516,Mexico City,MX,SCRAPED2017690787,Premium,Red,Fair,3.0L Diesel,Automatic,FWD,Diesel,Sedan,2,6,257,23,20,7,1645.142857142857,24909.2,4621.799999999999,scraping
Toyota,Camry,2017,26321,66011,Mexico City,MX,SCRAPED2017633036,Premium,Black,Very Good,3.0L Diesel,Automatic,AWD,Hybrid,Truck,2,8,168,23,25,7,9430.142857142857,23331.285714285714,2989.7142857142862,scraping
Audi,Q7,2016,42049,47405,Mexico City,MX,SCRAPED2016333276,Premium,Gray,Very Good,3.5L V6,CVT,AWD,Gasoline,Hatchback,4,8,175,30,15,8,5925.625,43610.3,-1561.300000000003,scraping
Toyota,Corolla,2016,17310,109407,Mexico City,MX,SCRAPED2016631830,LX,Red,Fair,2.0L Turbo,CVT,FWD,Hybrid,SUV,4,4,360,25,16,8,13675.875,22425.5,-5115.5,scraping
BMW,3 Series,2017,41470,75522,Mexico City,MX,SCRAPED2017872382,Premium,Black,Good,2.0L Turbo,CVT,RWD,Diesel,SUV,2,8,238,35,24,7,10788.857142857143,45747.42857142857,-4277.4285714285725,scraping
Audi,A6,2018,50677,90223,Mexico City,MX,SCRAPED2018679137,Premium,Blue,Good,2.0L Turbo,Automatic,RWD,Gasoline,Hatchback,4,8,297,24,22,6,15037.166666666666,42394.47826086957,8282.521739130432,scraping
Toyota,Camry,2016,19927,97838,Mexico City,MX,SCRAPED2016139340,LX,Gray,Fair,3.0L Diesel,Automatic,AWD,Diesel,SUV,2,6,247,26,17,8,12229.75,23331.285714285714,-3404.2857142857138,scraping
Mercedes-Benz,GLC,2017,49674,88227,Mexico City,MX,SCRAPED2017203169,EX,Red,Good,2.0L Turbo,CVT,AWD,Diesel,Hatchback,2,4,242,35,17,7,12603.857142857143,46112.3,3561.699999999997,scraping
Audi,A4,2017,44697,42588,Mexico City,MX,SCRAPED2017277566,Premium,Silver,Fair,3.0L Diesel,Automatic,AWD,Hybrid,SUV,2,6,196,31,24,7,6084.0,43616.8,1080.199999999997,scraping
Chevrolet,Equinox,2017,30880,60205,Mexico City,MX,SCRAPED2017108597,Base,White,Very Good,2.5L 4-Cylinder,Automatic,FWD,Diesel,Hatchback,4,4,380,24,17,7,8600.714285714286,28386.823529411766,2493.176470588234,scraping
Hyundai,Tucson,2018,27620,104437,Mexico City,MX,SCRAPED2018840019,Limited,Gray,Excellent,2.0L Turbo,Automatic,FWD,Gasoline,SUV,4,6,340,21,20,6,17406.166666666668,23820.75,3799.25,scraping
Nissan,Altima,2016,23278,85451,Mexico City,MX,SCRAPED2016223669,LX,Red,Excellent,2.5L 4-Cylinder,Manual,RWD,Diesel,Sedan,4,6,224,33,15,8,10681.375,24909.2,-1631.2000000000007,scraping
Chevrolet,Equinox,2016,19740,100669,Mexico City,MX,SCRAPED2016829974,LX,White,Excellent,3.0L Diesel,Automatic,AWD,Diesel,Truck,4,6,255,24,21,8,12583.625,28386.823529411766,-8646.823529411766,scraping
Hyundai,Sonata,2016,29021,141623,Mexico City,MX,SCRAPED2016772840,EX,Black,Fair,3.0L Diesel,Automatic,AWD,Gasoline,Truck,2,4,341,30,20,8,17702.875,27014.347826086956,2006.652173913044,scraping
Chevrolet,Equinox,2016,27779,127418,Mexico City,MX,SCRAPED2016583786,Limited,Silver,Excellent,2.5L 4-Cylinder,CVT,FWD,Hybrid,Truck,2,6,351,21,25,8,15927.25,28386.823529411766,-607.8235294117658,scraping
Nissan,Pathfinder,2017,25411,120223,Mexico City,MX,SCRAPED2017926727,Limited,White,Very Good,3.5L V6,Automatic,RWD,Hybrid,Sedan,4,6,325,27,18,7,17174.714285714286,24422.72,988.2799999999988,scraping
Toyota,Highlander,2016,21104,92036,Mexico City,MX,SCRAPED2016422538,Limited,Red,Fair,2.5L 4-Cylinder,Manual,AWD,Gasoline,Truck,2,6,393,21,24,8,11504.5,23365.428571428572,-2261.4285714285725,scraping
Ford,Explorer,2017,34159,124769,Mexico City,MX,SCRAPED2017109864,Base,Black,Very Good,3.0L Diesel,CVT,AWD,Diesel,SUV,2,4,201,34,20,7,17824.14285714286,28610.666666666668,5548.333333333332,scraping
Toyota,Camry,2018,25084,120431,Mexico City,MX,SCRAPED2018960333,Premium,Black,Fair,3.5L V6,CVT,RWD,Hybrid,Hatchback,4,8,211,25,23,6,20071.833333333332,23331.285714285714,1752.7142857142862,scraping
Ford,F-150,2018,33880,47314,Mexico City,MX,SCRAPED2018938530,LX,Black,Very Good,2.5L 4-Cylinder,CVT,AWD,Diesel,Hatchback,4,8,382,31,24,6,7885.666666666667,29563.739130434784,4316.260869565216,scraping
Toyota,Corolla,2016,22470,80970,Mexico City,MX,SCRAPED2016244395,EX,Black,Fair,3.5L V6,Automatic,AWD,Gasoline,Truck,4,6,355,35,15,8,10121.25,22425.5,44.5,scraping
Honda,Civic,2018,25331,131213,Mexico City,MX,SCRAPED2018418929,LX,White,Good,2.0L Turbo,Manual,RWD,Diesel,Truck,2,8,174,23,25,6,21868.833333333332,28659.869565217392,-3328.869565217392,scraping
Kia,Sorento,2017,29851,28939,Mexico City,MX,SCRAPED2017904211,Limited,Blue,Excellent,2.0L Turbo,CVT,FWD,Diesel,Sedan,4,8,252,32,23,7,4134.142857142857,23563.17391304348,6287.82608695652,scraping
Ford,F-150,2016,23350,141514,Mexico City,MX,SCRAPED2016349111,Base,Red,Good,2.0L Turbo,CVT,FWD,Gasoline,SUV,4,6,315,31,18,8,17689.25,29563.739130434784,-6213.739130434784,scraping
BMW,X3,2017,41457,79375,Mexico City,MX,SCRAPED2017904922,Base,Red,Excellent,2.0L Turbo,CVT,RWD,Gasoline,Truck,2,6,181,31,15,7,11339.285714285714,47162.681818181816,-5705.681818181816,scraping
Toyota,Corolla,2018,28416,28582,Mexico City,MX,SCRAPED2018842956,Limited,Black,Good,3.0L Diesel,Manual,AWD,Gasoline,SUV,2,8,275,24,19,6,4763.666666666667,22425.5,5990.5,scraping
Kia,Optima,2017,24036,31714,Mexico City,MX,SCRAPED2017686220,Limited,Silver,Very Good,2.5L 4-Cylinder,CVT,FWD,Gasoline,Truck,4,6,207,34,24,7,4530.571428571428,23576.82608695652,459.17391304347984,scraping
Hyundai,Elantra,2018,25373,88311,Mexico City,MX,SCRAPED2018908895,LX,Black,Excellent,3.5L V6,CVT,AWD,Hybrid,Sedan,4,6,223,33,23,6,14718.5,24270.041666666668,1102.9583333333321,scraping
Chevrolet,Tahoe,2016,31475,22411,Mexico City,MX,SCRAPED2016920997,Base,Gray,Very Good,2.0L Turbo,CVT,AWD,Gasoline,Truck,4,8,329,30,25,8,2801.375,25317.0,6158.0,scraping
Mercedes-Benz,GLE,2017,45010,91426,Mexico City,MX,SCRAPED2017232858,Base,Black,Fair,2.0L Turbo,CVT,RWD,Gasoline,SUV,2,4,279,29,18,7,13060.857142857143,47390.76,-2380.760000000002,scraping
Mercedes-Benz,GLE,2016,41394,121319,Mexico City,MX,SCRAPED2016257727,Premium,Red,Fair,2.5L 4-Cylinder,Automatic,AWD,Diesel,Truck,2,6,341,35,19,8,15164.875,47390.76,-5996.760000000002,scraping
Audi,A6,2018,51729,12121,Mexico City,MX,SCRAPED2018452583,Premium,Silver,Excellent,3.5L V6,Manual,FWD,Gasoline,Sedan,4,4,290,28,23,6,2020.1666666666667,42394.47826086957,9334.521739130432,scraping
Kia,Optima,2016,21246,109170,Mexico City,MX,SCRAPED2016165421,Limited,Red,Fair,3.0L Diesel,Automatic,RWD,Gasoline,Truck,4,4,241,21,17,8,13646.25,23576.82608695652,-2330.82608695652,scraping
Nissan,Pathfinder,2018,29971,71856,Mexico City,MX,SCRAPED2018299770,LX,White,Excellent,2.5L 4-Cylinder,Automatic,FWD,Gasoline,Sedan,4,8,357,32,17,6,11976.0,24422.72,5548.279999999999,scraping
Honda,Accord,2016,20625,93697,Mexico City,MX,SCRAPED2016178237,EX,Gray,Good,2.0L Turbo,CVT,AWD,Diesel,Hatchback,4,4,215,35,25,8,11712.125,24268.2,-3643.2000000000007,scraping
Volkswagen,Atlas,2017,27083,104148,Mexico City,MX,SCRAPED2017183366,Base,Black,Fair,2.0L Turbo,Manual,RWD,Hybrid,Sedan,4,6,231,25,17,7,14878.285714285714,21952.809523809523,5130.190476190477,scraping
Chevrolet,Tahoe,2018,32362,28151,Mexico City,MX,SCRAPED2018434028,EX,Blue,Fair,2.5L 4-Cylinder,Manual,FWD,Hybrid,Sedan,4,8,189,33,19,6,4691.833333333333,25317.0,7045.0,scraping
BMW,X5,2017,46324,58918,Mexico City,MX,SCRAPED2017688410,Limited,Silver,Very Good,2.0L Turbo,Automatic,AWD,Hybrid,Sedan,2,8,368,24,18,7,8416.857142857143,45377.85,946.1500000000015,scraping
Hyundai,Santa Fe,2018,22489,138522,Mexico City,MX,SCRAPED2018857362,Premium,White,Good,3.5L V6,Manual,AWD,Diesel,Truck,2,6,351,29,17,6,23087.0,23741.354838709678,-1252.354838709678,scraping
Kia,Sportage,2017,26908,42199,Mexico City,MX,SCRAPED2017931478,Premium,Red,Good,2.5L 4-Cylinder,CVT,FWD,Hybrid,Hatchback,4,8,273,25,17,7,6028.428571428572,25350.57894736842,1557.42105263158,scraping
Volkswagen,Atlas,2016,19434,86837,Mexico City,MX,SCRAPED2016208466,EX,White,Good,3.5L V6,Automatic,RWD,Diesel,Sedan,4,6,226,29,15,8,10854.625,21952.809523809523,-2518.809523809523,scraping
Volkswagen,Jetta,2016,18887,141088,Mexico City,MX,SCRAPED2016318573,EX,Black,Excellent,2.0L Turbo,Automatic,FWD,Diesel,Hatchback,4,6,302,26,16,8,17636.0,24905.565217391304,-6018.565217391304,scraping
Ford,Escape,2016,30560,118043,Mexico City,MX,SCRAPED2016877499,Base,Black,Very Good,2.0L Turbo,Manual,FWD,Gasoline,Sedan,2,8,200,29,17,8,14755.375,29792.18181818182,767.8181818181802,scraping
Audi,A6,2018,46024,116547,Mexico City,MX,SCRAPED2018510471,Premium,Red,Excellent,2.5L 4-Cylinder,CVT,RWD,Hybrid,Truck,4,4,326,24,25,6,19424.5,42394.47826086957,3629.5217391304323,scraping
BMW,X5,2018,44403,79277,Mexico City,MX,SCRAPED2018915107,Premium,Red,Very Good,3.0L Diesel,CVT,AWD,Hybrid,Truck,2,8,182,27,24,6,13212.833333333334,45377.85,-974.8499999999985,scraping
Hyundai,Sonata,2017,27495,33379,Mexico City,MX,SCRAPED2017891244,Premium,Gray,Good,2.5L 4-Cylinder,CVT,RWD,Gasoline,SUV,2,8,304,30,25,7,4768.428571428572,27014.347826086956,480.65217391304395,scraping
BMW,X5,2018,43011,127517,Mexico City,MX,SCRAPED2018131781,Premium,Blue,Fair,2.0L Turbo,Automatic,AWD,Gasoline,Truck,4,6,350,30,20,6,21252.833333333332,45377.85,-2366.8499999999985,scraping
Honda,Pilot,2017,23228,144130,Mexico City,MX,SCRAPED2017969919,Limited,White,Very Good,3.5L V6,Manual,RWD,Gasoline,Sedan,4,6,354,26,18,7,20590.0,20042.933333333334,3185.0666666666657,scraping
Honda,Accord,2017,25613,65047,Mexico City,MX,SCRAPED2017389143,EX,Red,Very Good,2.0L Turbo,CVT,AWD,Hybrid,SUV,2,6,175,20,24,7,9292.42857142857,24268.2,1344.7999999999993,scraping
Ford,Escape,2016,26638,86254,Mexico City,MX,SCRAPED2016305508,Base,Silver,Good,2.0L Turbo,CVT,RWD,Gasoline,Sedan,2,4,378,31,20,8,10781.75,29792.18181818182,-3154.18181818182,scraping
Toyota,Corolla,2016,20089,149449,Mexico City,MX,SCRAPED2016149556,Premium,Gray,Good,3.0L Diesel,Manual,FWD,Hybrid,Hatchback,2,4,159,29,21,8,18681.125,22425.5,-2336.5,scraping
Nissan,Rogue,2018,27569,105858,Mexico City,MX,SCRAPED2018640577,Premium,Gray,Fair,3.0L Diesel,Manual,FWD,Diesel,Sedan,2,6,354,29,16,6,17643.0,24736.576923076922,2832.423076923078,scraping
Chevrolet,Equinox,2016,31267,56051,Mexico City,MX,SCRAPED2016555508,EX,Silver,Very Good,2.0L Turbo,CVT,AWD,Hybrid,Truck,2,6,384,34,21,8,7006.375,28386.823529411766,2880.176470588234,scraping
Audi,A6,2017,46663,73287,Mexico City,MX,SCRAPED2017111159,LX,White,Very Good,2.0L Turbo,Manual,AWD,Gasoline,SUV,4,8,282,25,23,7,10469.57142857143,42394.47826086957,4268.521739130432,scraping
Mercedes-Benz,C-Class,2017,42699,68766,Mexico City,MX,SCRAPED2017242184,Premium,Blue,Very Good,3.0L Diesel,CVT,RWD,Hybrid,SUV,4,4,378,27,22,7,9823.714285714286,42999.333333333336,-300.33333333333576,scraping
Hyundai,Tucson,2017,26227,60701,Mexico City,MX,SCRAPED2017256436,Limited,Red,Good,3.0L Diesel,Manual,FWD,Hybrid,SUV,4,4,220,21,21,7,8671.57142857143,23820.75,2406.25,scraping
BMW,X3,2016,45174,58280,Mexico City,MX,SCRAPED2016829293,EX,Red,Very Good,3.0L Diesel,Manual,RWD,Hybrid,SUV,2,6,244,25,19,8,7285.0,47162.681818181816,-1988.6818181818162,scraping
Honda,CR-V,2016,15486,105803,Mexico City,MX,SCRAPED2016989222,LX,Silver,Fair,3.0L Diesel,Automatic,FWD,Hybrid,Hatchback,4,8,210,34,23,8,13225.375,24872.04761904762,-9386.047619047618,scraping
Toyota,Camry,2017,28118,85524,Mexico City,MX,SCRAPED2017951604,Base,White,Good,2.5L 4-Cylinder,Automatic,RWD,Hybrid,Sedan,2,6,304,35,21,7,12217.714285714286,23331.285714285714,4786.714285714286,scraping
Audi,Q5,2016,42826,79666,Mexico City,MX,SCRAPED2016712212,Limited,Silver,Good,3.5L V6,CVT,AWD,Diesel,Truck,4,4,241,32,19,8,9958.25,45476.92307692308,-2650.923076923078,scraping
Honda,CR-V,2018,23412,101519,Mexico City,MX,SCRAPED2018920493,Premium,Gray,Fair,3.5L V6,Manual,RWD,Hybrid,SUV,4,4,218,26,21,6,16919.833333333332,24872.04761904762,-1460.0476190476184,scraping
Honda,Civic,2016,25217,62931,Mexico City,MX,SCRAPED2016441763,Premium,Black,Excellent,3.5L V6,Manual,RWD,Hybrid,Sedan,2,6,176,20,18,8,7866.375,28659.869565217392,-3442.869565217392,scraping
Nissan,Rogue,2018,31783,61270,Mexico City,MX,SCRAPED2018278473,Premium,Silver,Very Good,2.0L Turbo,Automatic,FWD,Gasoline,Hatchback,2,6,262,25,18,6,10211.666666666666,24736.576923076922,7046.423076923078,scraping
Chevrolet,Malibu,2017,35740,16883,Mexico City,MX,SCRAPED2017771979,Limited,Gray,Very Good,2.5L 4-Cylinder,Manual,RWD,Diesel,Sedan,4,4,288,23,18,7,2411.8571428571427,31844.458333333332,3895.541666666668,scraping
Nissan,Sentra,2017,26156,125934,Mexico City,MX,SCRAPED2017857707,Limited,Black,Excellent,3.5L V6,Automatic,RWD,Hybrid,Truck,2,4,162,32,25,7,17990.571428571428,21778.217391304348,4377.782608695652,scraping
Chevrolet,Malibu,2017,26499,103304,Mexico City,MX,SCRAPED2017464688,Premium,Gray,Very Good,3.5L V6,CVT,RWD,Hybrid,SUV,2,4,321,28,25,7,14757.714285714286,31844.458333333332,-5345.458333333332,scraping
Audi,A6,2017,41074,64284,Mexico City,MX,SCRAPED2017647649,LX,Black,Good,2.5L 4-Cylinder,CVT,RWD,Gasoline,SUV,2,6,241,33,17,7,9183.42857142857,42394.47826086957,-1320.4782608695677,scraping
Mercedes-Benz,GLE,2017,42573,96046,Mexico City,MX,SCRAPED2017863023,Limited,Gray,Fair,2.0L Turbo,Automatic,RWD,Diesel,Sedan,4,8,157,27,15,7,13720.857142857143,47390.76,-4817.760000000002,scraping
Chevrolet,Silverado,2018,33197,93395,Mexico City,MX,SCRAPED2018618487,EX,Black,Fair,2.5L 4-Cylinder,Automatic,FWD,Hybrid,Hatchback,2,6,236,26,20,6,15565.833333333334,32194.0,1003.0,scraping
Toyota,Corolla,2016,25404,72227,Mexico City,MX,SCRAPED2016834852,Limited,Red,Good,3.0L Diesel,Manual,AWD,Hybrid,Hatchback,2,4,357,26,22,8,9028.375,22425.5,2978.5,scraping
Ford,Explorer,2017,29712,25443,Mexico City,MX,SCRAPED2017540881,EX,Red,Excellent,2.0L Turbo,Automatic,AWD,Gasoline,Sedan,2,8,290,25,25,7,3634.714285714286,28610.666666666668,1101.3333333333321,scraping
Audi,Q5,2016,42361,86835,Mexico City,MX,SCRAPED2016381719,Premium,Silver,Good,2.5L 4-Cylinder,CVT,AWD,Diesel,Hatchback,4,8,332,29,21,8,10854.375,45476.92307692308,-3115.923076923078,scraping
Audi,Q5,2016,47908,13840,Mexico City,MX,SCRAPED2016737785,Base,Gray,Fair,2.5L 4-Cylinder,CVT,AWD,Diesel,Truck,2,4,359,21,19,8,1730.0,45476.92307692308,2431.076923076922,scraping
Audi,A4,2018,42328,126145,Mexico City,MX,SCRAPED2018874123,Limited,Blue,Good,2.0L Turbo,Automatic,FWD,Gasoline,Truck,4,6,165,23,22,6,21024.166666666668,43616.8,-1288.800000000003,scraping
Mercedes-Benz,GLC,2017,42726,83307,Mexico City,MX,SCRAPED2017985692,Premium,Red,Good,3.5L V6,Automatic,RWD,Gasoline,SUV,2,4,306,27,25,7,11901.0,46112.3,-3386.300000000003,scraping
Honda,Civic,2018,28394,45571,Mexico City,MX,SCRAPED2018676764,Premium,Silver,Good,2.5L 4-Cylinder,CVT,AWD,Hybrid,Sedan,4,8,155,25,25,6,7595.166666666667,28659.869565217392,-265.86956521739194,scraping
Honda,Civic,2018,27569,76765,Mexico City,MX,SCRAPED2018257278,LX,Red,Excellent,2.5L 4-Cylinder,Manual,AWD,Hybrid,Truck,2,6,269,20,18,6,12794.166666666666,28659.869565217392,-1090.869565217392,scraping
Hyundai,Santa Fe,2021,34992,36760,Mexico City,MX,SCRAPED2021536163,Limited,Red,Good,2.5L 4-Cylinder,CVT,AWD,Diesel,Hatchback,4,6,329,35,25,3,12253.333333333334,23741.354838709678,11250.645161290322,scraping
Honda,CR-V,2021,33311,144220,Mexico City,MX,SCRAPED2021297132,Base,Blue,Excellent,2.0L Turbo,CVT,AWD,Gasoline,Truck,2,4,371,34,21,3,48073.333333333336,24872.04761904762,8438.952380952382,scraping
Volkswagen,Tiguan,2023,39096,46954,Mexico City,MX,SCRAPED2023850030,Base,Red,Very Good,2.0L Turbo,Automatic,RWD,Gasoline,Truck,2,6,371,33,17,1,46954.0,25830.10714285714,13265.892857142859,scraping
Kia,Optima,2022,37278,144612,Mexico City,MX,SCRAPED2022748080,Premium,Black,Very Good,3.0L Diesel,CVT,FWD,Hybrid,SUV,2,8,390,34,22,2,72306.0,23576.82608695652,13701.17391304348,scraping
Nissan,Pathfinder,2021,31926,115417,Mexico City,MX,SCRAPED2021555445,LX,Black,Very Good,2.0L Turbo,Manual,RWD,Gasoline,Sedan,2,6,158,33,16,3,38472.333333333336,24422.72,7503.279999999999,scraping
BMW,3 Series,2023,58573,25440,Mexico City,MX,SCRAPED2023891379,LX,Blue,Excellent,2.5L 4-Cylinder,Manual,AWD,Hybrid,Truck,2,4,220,22,19,1,25440.0,45747.42857142857,12825.571428571428,scraping
Honda,Civic,2019,23955,138176,Mexico City,MX,SCRAPED2019240260,Premium,White,Good,3.5L V6,Manual,RWD,Hybrid,Hatchback,4,4,334,30,24,5,27635.2,28659.869565217392,-4704.869565217392,scraping
BMW,3 Series,2019,54247,26235,Mexico City,MX,SCRAPED2019769717,EX,Gray,Very Good,3.5L V6,Manual,RWD,Hybrid,Hatchback,2,4,298,31,24,5,5247.0,45747.42857142857,8499.571428571428,scraping
BMW,3 Series,2020,49215,108541,Mexico City,MX,SCRAPED2020387457,LX,Gray,Fair,2.5L 4-Cylinder,Automatic,FWD,Gasoline,Hatchback,4,8,279,22,21,4,27135.25,45747.42857142857,3467.5714285714275,scraping
Mercedes-Benz,E-Class,2020,50516,59886,Mexico City,MX,SCRAPED2020214756,Premium,Gray,Very Good,2.5L 4-Cylinder,CVT,AWD,Diesel,SUV,2,8,175,27,21,4,14971.5,46445.807692307695,4070.192307692305,scraping
Volkswagen,Jetta,2023,38954,63338,Mexico City,MX,SCRAPED2023626109,EX,Blue,Very Good,3.5L V6,Manual,FWD,Hybrid,Sedan,2,8,273,28,18,1,63338.0,24905.565217391304,14048.434782608696,scraping
Nissan,Pathfinder,2021,30498,36543,Mexico City,MX,SCRAPED2021687631,LX,Blue,Very Good,3.5L V6,Automatic,RWD,Hybrid,Sedan,4,6,312,35,19,3,12181.0,24422.72,6075.279999999999,scraping
Hyundai,Sonata,2019,31527,82867,Mexico City,MX,SCRAPED2019644366,EX,Gray,Very Good,3.0L Diesel,Automatic,AWD,Gasoline,Sedan,4,4,360,23,18,5,16573.4,27014.347826086956,4512.652173913044,scraping
Audi,Q5,2023,57890,75979,Mexico City,MX,SCRAPED2023354831,Base,Gray,Good,2.0L Turbo,Manual,FWD,Hybrid,Sedan,4,4,225,21,23,1,75979.0,45476.92307692308,12413.076923076922,scraping
Chevrolet,Malibu,2023,39678,65219,Mexico City,MX,SCRAPED2023795216,Limited,Red,Excellent,3.0L Diesel,Manual,AWD,Diesel,Hatchback,4,4,392,25,21,1,65219.0,31844.458333333332,7833.541666666668,scraping
Mercedes-Benz,E-Class,2023,47205,135954,Mexico City,MX,SCRAPED2023356143,Premium,Gray,Excellent,3.0L Diesel,CVT,AWD,Hybrid,Sedan,4,4,368,26,23,1,135954.0,46445.807692307695,759.1923076923049,scraping
Hyundai,Sonata,2022,38981,27903,Mexico City,MX,SCRAPED2022130177,EX,Black,Excellent,3.5L V6,Automatic,FWD,Hybrid,Truck,4,6,206,20,15,2,13951.5,27014.347826086956,11966.652173913044,scraping
Audi,Q7,2019,44586,142286,Mexico City,MX,SCRAPED2019843058,LX,Red,Excellent,2.5L 4-Cylinder,Automatic,FWD,Hybrid,Truck,2,4,302,29,19,5,28457.2,43610.3,975.6999999999971,scraping
Hyundai,Sonata,2021,35422,40987,Mexico City,MX,SCRAPED2021369394,Premium,White,Very Good,2.5L 4-Cylinder,CVT,FWD,Hybrid,Truck,2,4,396,24,18,3,13662.333333333334,27014.347826086956,8407.652173913044,scraping
Mercedes-Benz,C-Class,2020,48985,95723,Mexico City,MX,SCRAPED2020155000,Base,Blue,Good,3.0L Diesel,Manual,RWD,Diesel,SUV,4,6,249,23,16,4,23930.75,42999.333333333336,5985.666666666664,scraping
